Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
360,60,3,78.0,12011,2,0.0,4,4,4,3,3,12,7,7,5,5,8,5,1998,1998,5,7,3,3,4.0,530.0,4,3,4,5.0,4.0,4.0,7.0,956,2.0,0,130,1086,5,5,1,5.0,838,0,1924,1,0,2,1,3,1,4,8,1,4.0,6.0,1998.0,3.0,2,592,3,208,75,0,0,374,0,0.0,0.0,0.0,0,6,2006,10,6,280000
361,85,3,0.0,7540,2,0.0,4,4,4,3,3,14,7,7,5,2,6,6,1978,1978,5,7,3,3,2.0,0.0,3,3,5,5.0,4.0,4.0,7.0,773,2.0,0,115,888,5,5,1,5.0,0,0,912,1,0,1,0,2,1,3,8,1,4.0,6.0,1978.0,3.0,2,470,3,0,0,0,0,192,0,0.0,4.0,0.0,0,6,2007,10,6,156000
362,50,3,0.0,9144,2,2.0,5,4,4,5,3,22,7,7,5,7,5,5,1940,1982,5,7,9,9,2.0,0.0,3,3,5,4.0,4.0,2.0,4.0,399,2.0,0,484,883,5,4,1,5.0,517,0,1505,1,0,1,0,3,1,3,8,0,0.0,2.0,1940.0,2.0,1,240,1,0,0,0,0,0,0,0.0,0.0,0.0,0,7,2008,10,6,145000
363,85,3,64.0,7301,2,0.0,5,4,4,4,3,18,7,7,5,2,7,5,2003,2003,5,7,11,11,4.0,500.0,4,3,3,0.0,0.0,0.0,0.0,0,0.0,0,0,0,5,5,1,5.0,1427,0,1922,0,0,3,0,4,1,4,8,1,6.0,4.0,2003.0,3.0,2,672,3,0,0,177,0,0,0,0.0,0.0,0.0,0,7,2009,2,6,198500
364,160,1,21.0,1680,2,0.0,5,4,4,5,3,23,7,7,1,5,6,8,1972,2007,5,7,11,11,4.0,510.0,3,3,5,4.0,4.0,2.0,6.0,162,2.0,0,321,483,5,4,1,5.0,504,0,987,0,0,1,1,2,1,4,8,0,0.0,2.0,1972.0,2.0,1,264,3,250,0,0,0,0,0,0.0,0.0,0.0,0,5,2009,10,6,118000
365,60,3,0.0,18800,2,0.0,4,4,4,2,3,9,7,7,5,5,6,5,1976,1976,5,7,11,11,4.0,120.0,3,3,4,5.0,4.0,3.0,7.0,712,2.0,0,84,796,5,3,1,5.0,784,0,1574,1,0,2,1,3,1,3,8,1,4.0,6.0,1976.0,4.0,2,566,3,306,111,0,0,0,0,0.0,0.0,0.0,0,7,2006,10,6,190000
366,70,1,59.0,10690,2,0.0,5,4,4,5,3,16,7,7,5,5,5,7,1920,1997,3,7,3,3,2.0,0.0,3,4,5,4.0,3.0,2.0,4.0,456,2.0,0,216,672,5,4,1,4.0,672,0,1344,0,0,1,0,3,1,3,8,0,0.0,2.0,1964.0,2.0,1,468,3,0,128,218,0,0,0,0.0,0.0,0.0,0,7,2009,10,6,147000
367,20,3,0.0,9500,2,0.0,4,4,4,5,3,13,7,7,5,8,6,5,1963,1963,5,7,7,7,4.0,247.0,3,3,5,5.0,4.0,2.0,5.0,609,2.0,0,785,1394,5,4,1,5.0,0,0,1394,1,0,1,1,3,1,3,8,2,5.0,6.0,1963.0,3.0,2,514,3,0,76,0,0,185,0,0.0,0.0,0.0,0,7,2009,10,6,159000
368,80,3,101.0,9150,2,0.0,4,4,4,4,3,13,7,7,5,1,6,5,1962,1962,5,3,7,7,4.0,305.0,3,3,5,5.0,4.0,5.0,7.0,371,2.0,0,728,1099,5,4,1,5.0,0,0,1431,0,1,1,0,3,1,3,8,1,5.0,5.0,1962.0,3.0,1,296,3,64,110,0,0,0,0,0.0,0.0,0.0,0,12,2008,10,6,165000
369,20,3,78.0,7800,2,0.0,5,4,4,5,3,13,7,7,5,8,5,6,1954,1954,5,7,11,11,4.0,200.0,3,3,4,4.0,4.0,2.0,3.0,540,2.0,0,728,1268,5,4,1,5.0,0,0,1268,0,0,1,0,2,1,3,8,1,5.0,6.0,1954.0,4.0,1,244,3,0,98,0,0,0,0,0.0,0.0,0.0,0,3,2010,10,6,132000
370,20,3,0.0,9830,2,0.0,4,4,4,4,3,13,7,7,5,8,5,7,1959,2006,5,7,2,2,2.0,0.0,3,4,5,4.0,4.0,2.0,6.0,72,4.0,258,733,1063,5,5,1,5.0,0,0,1287,1,0,1,0,3,1,4,8,1,5.0,2.0,1997.0,4.0,2,576,3,364,17,0,0,182,0,0.0,0.0,0.0,0,3,2010,10,6,162000
371,60,3,0.0,8121,2,0.0,4,4,4,5,3,17,7,7,5,5,6,5,2000,2000,5,7,3,3,2.0,0.0,3,3,4,5.0,4.0,2.0,2.0,0,2.0,0,953,953,5,5,1,5.0,711,0,1664,0,0,2,1,3,1,3,8,1,4.0,6.0,2000.0,3.0,2,460,3,100,40,0,0,0,0,0.0,0.0,0.0,0,1,2006,10,6,172400
372,50,3,80.0,17120,2,0.0,5,4,4,5,3,21,8,7,5,7,4,4,1959,1959,5,7,1,7,2.0,0.0,3,3,5,0.0,0.0,0.0,0.0,0,0.0,0,0,0,5,3,1,5.0,468,0,1588,0,0,2,0,4,1,3,6,1,5.0,2.0,1991.0,4.0,2,680,1,0,59,0,0,0,0,0.0,0.0,0.0,0,7,2008,10,6,134432
373,120,3,50.0,7175,2,0.0,5,4,4,5,3,5,7,7,2,8,6,5,1984,1984,5,7,7,7,2.0,0.0,3,3,5,5.0,4.0,2.0,6.0,623,3.0,121,0,744,5,3,1,5.0,0,0,752,1,0,1,0,2,1,3,8,0,0.0,6.0,1984.0,2.0,1,264,3,353,0,0,0,90,0,0.0,4.0,0.0,0,2,2010,10,6,125000
374,20,3,79.0,10634,2,0.0,5,4,4,5,3,13,7,7,5,8,5,6,1953,1953,5,7,9,9,2.0,0.0,3,3,4,4.0,4.0,2.0,5.0,428,3.0,180,0,608,5,3,1,5.0,0,0,1319,1,0,1,0,3,1,3,6,0,0.0,6.0,1953.0,2.0,1,270,3,66,0,0,0,0,0,0.0,3.0,0.0,0,11,2009,10,6,123000
375,60,3,65.0,8200,2,0.0,5,4,4,5,3,20,7,7,5,5,7,5,2003,2004,5,7,3,3,2.0,0.0,4,3,4,5.0,4.0,2.0,2.0,0,2.0,0,847,847,5,5,1,5.0,1081,0,1928,0,0,2,1,4,1,4,8,1,5.0,4.0,2003.0,4.0,2,434,3,100,48,0,0,0,0,0.0,0.0,0.0,0,7,2007,10,6,219500
376,30,3,0.0,10020,2,0.0,4,1,4,5,1,18,7,7,5,8,1,1,1922,1950,5,7,2,2,2.0,0.0,2,2,6,3.0,2.0,5.0,5.0,350,2.0,0,333,683,5,4,2,4.0,0,0,904,1,0,0,1,1,1,2,4,0,0.0,0.0,0.0,0.0,0,0,3,0,0,0,0,0,0,0.0,0.0,0.0,0,3,2009,10,6,61000
377,85,3,57.0,8846,2,0.0,4,4,4,3,3,20,7,7,5,2,5,5,1996,1996,5,7,3,3,2.0,0.0,4,3,4,5.0,4.0,4.0,7.0,298,2.0,0,572,870,5,5,1,5.0,0,0,914,0,0,1,0,2,1,3,8,0,0.0,2.0,1998.0,2.0,2,576,3,0,0,0,0,0,0,0.0,0.0,0.0,0,7,2006,10,6,148000
378,60,6,102.0,11143,2,0.0,4,4,4,4,3,4,7,7,5,5,8,5,2004,2005,5,7,12,12,2.0,0.0,4,3,4,5.0,4.0,2.0,2.0,0,2.0,0,1580,1580,5,5,1,5.0,886,0,2466,0,0,3,0,4,1,4,8,1,5.0,6.0,2004.0,3.0,2,610,3,159,214,0,0,0,0,0.0,0.0,0.0,0,12,2007,10,6,340000
379,20,3,88.0,11394,2,0.0,5,4,4,4,3,3,7,7,5,8,9,2,2010,2010,3,7,3,3,1.0,350.0,4,3,4,6.0,4.0,4.0,7.0,1445,2.0,0,411,1856,5,5,1,5.0,0,0,1856,1,0,1,1,1,1,5,8,1,6.0,6.0,2010.0,4.0,3,834,3,113,0,0,0,0,0,0.0,0.0,0.0,0,6,2010,7,1,394432
380,60,3,60.0,8123,2,0.0,4,4,4,5,3,17,5,7,5,5,6,5,2000,2000,5,7,3,3,4.0,16.0,3,3,4,5.0,4.0,2.0,2.0,0,2.0,0,982,982,5,5,1,5.0,793,0,1800,0,0,2,1,3,1,3,8,1,4.0,6.0,2000.0,4.0,2,463,3,100,63,0,0,0,0,0.0,0.0,0.0,0,6,2009,10,6,179000
381,50,3,50.0,5000,2,2.0,5,4,4,5,3,7,7,7,5,7,5,6,1924,1950,5,7,14,2,2.0,0.0,3,3,6,4.0,4.0,2.0,3.0,218,2.0,0,808,1026,5,3,1,5.0,665,0,1691,0,0,2,0,3,1,4,8,1,5.0,2.0,1924.0,2.0,1,308,3,0,0,242,0,0,0,0.0,0.0,0.0,0,5,2010,10,6,127000
382,20,6,60.0,7200,2,2.0,5,4,4,5,3,4,7,7,5,8,7,5,2006,2006,5,7,3,3,2.0,0.0,4,3,4,5.0,5.0,2.0,2.0,0,2.0,0,1293,1293,5,5,1,5.0,0,0,1301,1,0,2,0,2,1,4,8,1,5.0,6.0,2006.0,3.0,2,572,3,216,121,0,0,0,0,0.0,0.0,0.0,0,8,2006,7,1,187750
383,60,3,79.0,9245,2,0.0,4,4,4,5,3,20,7,7,5,5,7,5,2006,2006,5,7,3,3,2.0,0.0,4,3,4,5.0,4.0,4.0,2.0,0,2.0,0,939,939,5,5,1,5.0,858,0,1797,0,0,2,1,3,1,4,8,0,0.0,6.0,2006.0,3.0,2,639,3,144,53,0,0,0,0,0.0,0.0,0.0,0,4,2007,10,6,213500
384,45,4,60.0,9000,2,0.0,5,4,4,4,3,5,7,7,5,6,6,3,1928,1950,5,7,2,2,2.0,0.0,3,3,6,3.0,3.0,2.0,2.0,0,2.0,0,784,784,5,3,2,4.0,0,0,784,0,0,1,0,2,1,3,8,0,0.0,2.0,1950.0,2.0,2,360,1,0,0,91,0,0,0,0.0,0.0,0.0,0,10,2009,10,6,76000
385,60,3,0.0,53107,2,0.0,3,1,4,4,2,21,8,7,5,5,6,5,1992,1992,5,7,11,11,2.0,0.0,4,3,4,5.0,4.0,4.0,7.0,985,2.0,0,595,1580,5,5,1,5.0,874,0,1953,1,0,2,1,3,1,4,8,2,3.0,6.0,1992.0,4.0,2,501,3,216,231,0,0,0,0,0.0,0.0,0.0,0,6,2007,10,6,240000
386,120,3,43.0,3182,2,0.0,5,4,4,5,3,25,7,7,2,8,8,5,2004,2005,5,7,3,3,4.0,16.0,4,3,4,5.0,4.0,2.0,7.0,24,2.0,0,1232,1256,5,5,1,5.0,0,0,1269,0,0,2,0,2,1,4,8,1,4.0,6.0,2004.0,4.0,2,430,3,146,20,0,0,144,0,0.0,0.0,0.0,0,4,2010,10,6,192000
387,50,3,58.0,8410,2,0.0,5,4,4,2,3,18,8,7,5,7,5,3,1910,1996,4,7,2,3,2.0,0.0,3,2,4,4.0,4.0,2.0,2.0,0,2.0,0,658,658,5,3,1,5.0,526,0,1184,0,0,1,0,5,1,3,8,0,0.0,0.0,0.0,0.0,0,0,1,0,151,0,0,0,0,0.0,0.0,0.0,0,5,2006,10,4,81000
388,80,3,72.0,7200,2,0.0,5,4,4,5,3,18,7,7,5,1,6,6,1976,1976,3,7,9,9,4.0,255.0,3,3,5,4.0,4.0,4.0,6.0,631,2.0,0,410,1041,5,5,1,5.0,0,0,1125,1,0,1,0,3,1,3,8,1,3.0,2.0,1977.0,2.0,1,352,3,296,0,0,0,0,0,0.0,3.0,0.0,0,10,2009,10,5,125000
389,20,3,93.0,9382,2,0.0,4,4,4,3,3,20,7,7,5,8,7,5,1999,2000,5,7,3,3,4.0,125.0,4,3,4,5.0,4.0,2.0,2.0,0,2.0,0,1468,1468,5,5,1,5.0,0,0,1479,0,0,2,0,3,1,4,8,0,0.0,6.0,1999.0,3.0,2,577,3,120,25,0,0,0,0,0.0,0.0,0.0,0,7,2008,10,6,191000
390,60,3,96.0,12474,2,0.0,5,4,4,5,3,10,7,7,5,5,10,5,2007,2008,5,7,3,3,1.0,272.0,5,3,4,6.0,4.0,4.0,7.0,1280,2.0,0,402,1682,5,5,1,5.0,590,0,2332,1,0,2,1,3,1,5,8,1,6.0,4.0,2008.0,4.0,3,846,3,196,134,0,0,0,0,0.0,0.0,0.0,0,8,2008,7,1,426000
391,50,3,50.0,8405,2,3.0,5,4,4,5,3,18,7,7,5,7,5,8,1900,1950,5,7,9,9,2.0,0.0,3,3,6,4.0,5.0,2.0,4.0,241,5.0,391,229,861,5,5,1,5.0,406,0,1367,1,0,1,0,4,1,3,8,0,0.0,2.0,1978.0,2.0,1,384,3,0,130,112,0,0,0,0.0,4.0,0.0,0,4,2008,10,6,119000
392,60,3,71.0,12209,2,0.0,4,4,4,3,3,14,7,7,5,5,6,5,2001,2002,5,7,3,3,2.0,0.0,3,3,4,6.0,4.0,2.0,6.0,690,2.0,0,114,804,5,5,1,5.0,1157,0,1961,1,0,2,1,3,1,4,8,1,4.0,4.0,2001.0,4.0,2,560,3,125,192,0,0,0,0,0.0,0.0,0.0,0,6,2009,10,6,215000
393,20,3,0.0,8339,2,0.0,4,4,4,5,3,13,7,7,5,8,5,7,1959,1959,5,7,9,9,2.0,0.0,3,3,3,0.0,0.0,0.0,0.0,0,0.0,0,0,0,5,3,1,5.0,0,0,882,0,0,1,0,3,1,3,8,0,0.0,6.0,1959.0,3.0,1,294,3,0,0,0,0,0,0,0.0,4.0,3.0,1200,7,2007,10,6,106500
394,30,3,0.0,7446,2,0.0,5,4,4,4,3,22,8,7,5,8,4,5,1941,1950,5,7,1,1,2.0,0.0,3,3,5,4.0,4.0,2.0,4.0,266,2.0,0,522,788,5,3,1,4.0,0,0,788,0,0,1,0,2,1,3,8,2,4.0,0.0,0.0,0.0,0,0,3,0,0,0,0,0,0,0.0,3.0,0.0,0,4,2006,10,5,100000
395,50,3,60.0,10134,2,0.0,5,4,4,5,3,8,7,7,5,7,5,6,1940,1950,5,7,9,9,2.0,0.0,3,3,5,4.0,4.0,2.0,2.0,0,2.0,0,735,735,5,4,1,4.0,299,0,1034,0,0,1,0,2,1,3,8,0,0.0,2.0,1940.0,2.0,1,240,3,0,39,0,0,0,0,0.0,0.0,0.0,0,7,2007,10,6,109000
396,20,3,68.0,9571,2,0.0,5,4,4,5,3,18,7,7,5,8,5,6,1956,1956,5,7,2,2,2.0,0.0,3,3,5,4.0,4.0,4.0,5.0,739,2.0,0,405,1144,5,3,1,5.0,0,0,1144,1,0,1,0,3,1,3,8,0,0.0,6.0,1956.0,2.0,1,596,3,44,0,0,0,0,0,0.0,0.0,0.0,0,6,2010,10,6,129000
397,20,3,60.0,7200,2,0.0,5,1,4,5,3,20,7,7,5,8,5,5,1972,1972,3,7,9,9,2.0,0.0,3,3,5,4.0,4.0,4.0,4.0,777,2.0,0,117,894,5,3,1,5.0,0,0,894,0,0,1,0,2,1,3,8,0,0.0,2.0,1985.0,3.0,2,600,3,215,0,0,0,0,0,0.0,0.0,0.0,0,9,2009,10,6,123000
398,60,3,69.0,7590,2,0.0,5,4,4,5,3,13,4,7,5,5,5,5,1962,1962,5,7,3,3,4.0,288.0,3,3,5,4.0,4.0,2.0,6.0,540,2.0,0,324,864,5,3,1,5.0,936,0,1812,0,0,2,0,4,1,3,8,1,4.0,6.0,1962.0,3.0,1,264,3,0,168,0,0,0,0,0.0,0.0,0.0,0,7,2007,10,6,169500
399,30,1,60.0,8967,2,0.0,5,4,4,4,3,16,7,7,5,8,5,2,1920,1950,5,7,9,9,2.0,0.0,3,2,6,3.0,2.0,2.0,2.0,0,2.0,0,961,961,5,4,1,1.0,0,0,1077,0,0,1,0,2,1,3,3,0,0.0,2.0,1920.0,2.0,1,338,1,0,0,0,0,0,0,0.0,0.0,0.0,0,11,2007,10,5,67000
400,60,6,65.0,8125,2,0.0,5,4,4,5,3,4,7,7,5,5,7,5,2006,2007,5,7,12,12,1.0,100.0,4,3,4,5.0,4.0,2.0,7.0,812,2.0,0,280,1092,5,5,1,5.0,438,0,1550,1,0,2,0,2,1,4,8,0,0.0,6.0,2007.0,4.0,2,438,3,0,168,0,0,0,0,0.0,0.0,0.0,0,10,2009,10,6,241000
401,120,3,38.0,14963,2,0.0,3,4,4,5,3,1,7,7,2,8,8,5,1996,1996,5,7,14,14,2.0,0.0,4,3,4,5.0,4.0,2.0,7.0,786,2.0,0,474,1260,5,5,1,5.0,0,0,1288,1,0,1,1,1,1,5,8,2,5.0,6.0,1996.0,4.0,2,500,3,120,30,0,0,224,0,0.0,0.0,0.0,0,12,2008,10,6,245500
402,20,3,65.0,8767,2,0.0,4,4,4,5,3,20,7,7,5,8,7,5,2005,2005,5,7,3,3,2.0,0.0,4,3,4,5.0,4.0,4.0,7.0,24,2.0,0,1286,1310,5,5,1,5.0,0,0,1310,0,0,2,0,3,1,4,8,1,5.0,6.0,2005.0,4.0,2,400,3,0,0,0,0,0,0,0.0,0.0,0.0,0,7,2006,7,1,164990
403,30,3,60.0,10200,2,0.0,5,4,4,5,3,6,7,7,5,8,5,8,1940,1997,5,7,2,2,2.0,0.0,3,3,4,4.0,4.0,2.0,2.0,0,2.0,0,672,672,5,5,1,5.0,0,0,672,0,0,1,0,2,1,3,8,0,0.0,2.0,1940.0,2.0,1,240,1,168,0,0,0,0,0,0.0,5.0,0.0,0,8,2008,10,6,108000
404,60,3,93.0,12090,2,0.0,5,4,4,4,3,12,7,7,5,5,8,5,1998,1998,3,7,3,3,4.0,650.0,4,3,4,5.0,4.0,2.0,2.0,0,2.0,0,1141,1141,5,4,1,5.0,1098,0,2263,0,0,2,1,4,1,4,8,1,4.0,4.0,1998.0,4.0,2,420,3,144,123,0,0,0,0,0.0,0.0,0.0,0,7,2006,10,5,258000
405,60,3,0.0,10364,2,0.0,4,4,4,5,3,17,7,7,5,5,6,5,1995,1996,5,7,9,9,2.0,0.0,3,3,4,5.0,4.0,2.0,2.0,0,2.0,0,806,806,5,4,1,5.0,766,0,1572,0,0,2,1,3,1,3,8,1,4.0,4.0,1995.0,4.0,2,373,3,0,40,0,0,0,0,0.0,0.0,0.0,0,5,2007,10,6,168000
406,20,3,0.0,9991,2,0.0,4,4,4,4,3,6,8,7,5,8,4,4,1976,1993,5,7,7,7,2.0,0.0,3,3,5,4.0,4.0,2.0,5.0,1116,2.0,0,165,1281,5,5,1,5.0,0,0,1620,1,0,2,0,3,1,3,7,1,4.0,6.0,1993.0,2.0,2,490,3,120,78,0,0,0,0,0.0,3.0,0.0,0,6,2009,10,6,150000
407,50,3,51.0,10480,2,0.0,5,4,4,5,3,7,7,7,5,7,6,5,1936,1950,5,7,9,9,2.0,0.0,3,3,6,4.0,4.0,2.0,2.0,0,2.0,0,1064,1064,5,5,1,4.0,0,473,1639,0,0,1,0,3,1,3,3,0,0.0,2.0,1936.0,2.0,1,240,3,0,0,0,0,0,0,0.0,0.0,0.0,0,3,2008,10,6,115000
408,70,3,63.0,15576,2,0.0,5,4,4,5,3,19,7,7,5,5,6,7,1915,1976,5,7,2,7,2.0,0.0,3,3,6,5.0,4.0,2.0,2.0,0,2.0,0,840,840,5,5,1,5.0,840,0,1680,0,0,2,0,4,1,3,8,0,0.0,6.0,1960.0,2.0,1,308,3,0,0,160,0,0,0,0.0,0.0,0.0,0,3,2008,10,6,177000
409,60,3,109.0,14154,2,0.0,5,4,4,4,3,10,7,7,5,5,7,5,2006,2006,5,7,3,3,4.0,350.0,4,3,4,6.0,5.0,2.0,2.0,0,2.0,0,1063,1063,5,5,1,5.0,1101,0,2172,0,0,2,1,3,1,4,8,1,5.0,6.0,2006.0,3.0,3,947,3,192,62,0,0,0,0,0.0,0.0,0.0,0,8,2007,7,1,280000
410,60,6,85.0,10800,2,0.0,5,4,4,5,3,4,7,7,5,5,8,5,2007,2008,5,7,3,3,1.0,100.0,4,3,4,6.0,4.0,2.0,7.0,789,2.0,0,245,1034,5,5,1,5.0,1028,0,2078,1,0,2,1,3,1,5,8,1,5.0,6.0,2008.0,4.0,3,836,3,0,102,0,0,0,0,0.0,0.0,0.0,0,4,2008,7,1,339750
411,20,3,68.0,9571,2,0.0,5,4,4,5,3,18,7,7,5,8,5,3,1958,1958,5,7,15,15,2.0,0.0,3,2,5,4.0,3.0,2.0,2.0,0,2.0,0,1276,1276,5,3,1,4.0,0,0,1276,0,0,1,0,3,1,3,5,0,0.0,6.0,1958.0,2.0,1,350,3,0,0,0,0,0,0,0.0,0.0,0.0,0,6,2009,6,5,60000
412,190,3,100.0,34650,2,0.0,5,3,4,5,3,17,7,7,4,8,5,5,1955,1955,3,7,2,2,2.0,0.0,3,3,5,4.0,4.0,3.0,4.0,1056,2.0,0,0,1056,5,3,2,5.0,0,0,1056,1,0,1,0,3,1,3,8,0,0.0,6.0,1955.0,4.0,2,572,3,264,0,0,0,0,0,0.0,0.0,0.0,0,1,2006,10,6,145000
413,20,6,0.0,4403,2,0.0,3,4,4,5,3,4,7,7,5,8,7,5,2009,2009,5,7,9,9,1.0,432.0,5,3,4,6.0,4.0,4.0,7.0,578,2.0,0,892,1470,5,5,1,5.0,0,0,1478,1,0,2,1,2,1,4,8,1,5.0,6.0,2009.0,4.0,2,484,3,0,144,0,0,0,0,0.0,0.0,0.0,0,6,2010,7,1,222000
414,30,1,56.0,8960,2,3.0,5,4,4,5,3,8,9,7,5,8,5,6,1927,1950,5,7,1,1,2.0,0.0,3,3,5,4.0,4.0,2.0,2.0,0,2.0,0,1008,1008,5,4,1,4.0,0,0,1028,0,0,1,0,2,1,3,8,1,5.0,2.0,1927.0,2.0,2,360,3,0,0,130,0,0,0,0.0,0.0,0.0,0,3,2010,10,6,115000
415,60,3,59.0,11228,2,0.0,3,4,4,3,3,5,7,7,5,5,7,5,1993,1993,5,7,3,3,2.0,0.0,4,3,4,5.0,4.0,2.0,5.0,50,7.0,531,499,1080,5,5,1,5.0,1017,0,2097,0,1,2,1,3,1,4,8,1,4.0,6.0,1993.0,2.0,3,678,3,196,187,0,0,0,0,0.0,0.0,0.0,0,12,2008,10,6,228000
416,20,3,73.0,8899,2,0.0,4,4,4,5,3,17,7,7,5,8,7,5,2007,2007,5,7,3,3,2.0,0.0,4,3,4,5.0,4.0,4.0,7.0,24,2.0,0,1316,1340,5,5,1,5.0,0,0,1340,0,0,2,0,3,1,4,8,0,0.0,6.0,2007.0,4.0,2,396,3,100,30,0,0,0,0,0.0,0.0,0.0,0,8,2007,7,1,181134
417,60,3,74.0,7844,2,0.0,5,4,4,5,3,6,7,7,5,5,6,7,1978,1978,3,7,11,11,4.0,203.0,3,3,5,4.0,4.0,2.0,6.0,209,2.0,0,463,672,5,3,1,5.0,728,0,1400,0,0,1,1,3,1,3,8,1,4.0,6.0,1978.0,4.0,2,440,3,0,0,0,0,0,0,0.0,0.0,0.0,0,3,2006,10,6,149500
418,70,3,86.0,22420,2,0.0,4,4,4,5,3,19,8,7,5,5,6,6,1918,1950,3,7,2,4,2.0,0.0,3,3,6,5.0,4.0,2.0,5.0,1128,2.0,0,242,1370,4,3,2,4.0,1254,0,2624,1,0,2,1,4,1,3,8,1,5.0,2.0,1918.0,2.0,3,864,1,0,0,0,0,0,0,0.0,0.0,0.0,0,11,2007,10,6,239000
419,50,3,60.0,8160,2,0.0,5,4,4,5,3,18,7,7,5,7,5,6,1940,1950,5,7,9,9,2.0,0.0,3,3,6,4.0,4.0,2.0,6.0,312,2.0,0,444,756,5,2,2,3.0,378,0,1134,1,0,1,1,3,1,3,8,0,0.0,2.0,1940.0,2.0,1,240,2,0,0,0,0,0,0,0.0,0.0,0.0,0,4,2007,10,4,126000
420,20,3,65.0,8450,2,0.0,5,4,4,5,3,13,7,7,5,8,5,6,1968,1968,5,7,3,3,2.0,0.0,3,3,5,4.0,4.0,2.0,5.0,775,2.0,0,281,1056,5,5,1,5.0,0,0,1056,1,0,1,0,3,1,3,8,1,3.0,6.0,1968.0,2.0,1,304,3,0,85,184,0,0,0,0.0,0.0,0.0,0,7,2010,10,6,142000
421,90,1,78.0,7060,2,0.0,5,4,4,5,3,14,7,7,3,2,7,5,1997,1998,5,7,3,3,4.0,200.0,3,4,4,5.0,5.0,5.0,7.0,1309,2.0,0,35,1344,5,5,1,5.0,0,0,1344,2,0,2,0,2,2,3,8,0,0.0,6.0,1997.0,4.0,4,784,3,0,0,0,0,0,0,0.0,0.0,0.0,0,11,2008,10,3,206300
422,20,3,0.0,16635,2,0.0,4,4,4,2,3,9,7,7,5,8,6,7,1977,2000,5,7,12,12,1.0,126.0,4,3,5,5.0,4.0,2.0,6.0,1246,2.0,0,356,1602,5,4,1,5.0,0,0,1602,0,1,2,0,3,1,4,8,1,4.0,6.0,1977.0,4.0,2,529,3,240,0,0,0,0,0,0.0,0.0,0.0,0,6,2009,10,6,215000
423,20,3,100.0,21750,2,0.0,5,2,4,5,2,14,9,7,5,8,5,5,1954,1954,3,7,11,11,2.0,0.0,3,3,5,4.0,4.0,2.0,2.0,0,2.0,0,988,988,5,5,1,4.0,0,0,988,0,0,1,0,2,1,3,8,0,0.0,6.0,1954.0,3.0,2,520,1,0,0,0,0,0,0,0.0,0.0,0.0,0,2,2008,10,6,113000
424,60,3,80.0,9200,2,0.0,5,4,4,5,3,12,7,7,5,5,8,5,1998,1998,5,7,3,3,4.0,473.0,4,3,4,5.0,4.0,2.0,7.0,986,2.0,0,484,1470,5,4,1,5.0,1160,0,2630,1,0,2,1,4,1,4,8,1,4.0,6.0,1998.0,4.0,3,696,3,0,66,0,0,0,0,0.0,0.0,0.0,0,6,2008,10,6,315000
425,20,3,72.0,9000,2,0.0,5,4,4,5,3,13,7,7,5,8,6,5,1956,1956,5,7,2,2,4.0,74.0,3,3,5,5.0,4.0,2.0,3.0,616,2.0,0,580,1196,5,4,1,4.0,0,0,1196,1,0,1,0,2,1,3,8,1,5.0,6.0,1956.0,3.0,1,297,3,0,44,0,0,0,0,0.0,0.0,0.0,0,5,2008,10,6,139000
426,60,1,60.0,3378,2,3.0,5,2,4,5,3,8,7,7,5,5,7,8,1946,1992,5,7,11,11,2.0,0.0,3,4,5,4.0,4.0,2.0,2.0,0,2.0,0,651,651,5,4,1,5.0,682,0,1389,0,0,1,1,3,1,3,8,2,5.0,2.0,1947.0,2.0,1,240,2,0,0,126,0,0,0,0.0,0.0,0.0,0,9,2009,10,6,135000
427,80,3,0.0,12800,2,0.0,5,1,4,5,2,5,7,7,5,1,7,5,1989,1989,5,7,2,2,4.0,145.0,4,3,4,5.0,4.0,5.0,7.0,1518,2.0,0,0,1518,5,4,1,5.0,0,0,1644,1,1,2,0,2,1,4,8,1,4.0,6.0,1989.0,4.0,2,569,3,80,0,0,0,396,0,0.0,0.0,0.0,0,8,2009,10,6,275000
