,Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
324,325,80,3,96.0,11275,2,,5,4,4,4,3,NAmes,4,7,5,1,7,7,1967,2007,2,2,2,2,4.0,300.0,4,4,5,5.0,4.0,2.0,2.0,0,2.0,0,710,710,5,5,1,5.0,1898,1080,0,2978,0,0,2,1,5,1,4,11,8,1,5.0,4.0,1961.0,4.0,2,564,4.0,4.0,3,240,0,0,0,0,0,,,,0,6,2010,10,6,242000
325,326,45,1,50.0,5000,2,,5,4,4,5,3,16,1,7,5,6,5,6,1941,1950,5,7,9,9,2.0,0.0,3,3,5,4.0,4.0,4.0,5.0,116,2.0,0,604,720,5,1,2,3.0,803,0,0,803,0,0,1,0,2,1,3,5,8,0,,2.0,1941.0,2.0,2,360,4.0,4.0,3,0,0,244,0,0,0,,,,0,12,2007,10,6,87000
326,327,120,3,32.0,10846,2,,4,4,4,3,3,1,7,7,2,8,8,5,1993,1993,5,7,14,14,2.0,0.0,4,3,4,5.0,4.0,5.0,7.0,1619,2.0,0,100,1719,5,5,1,5.0,1719,0,0,1719,2,0,1,1,1,1,4,6,8,2,5.0,6.0,1993.0,4.0,2,473,4.0,4.0,3,122,30,0,0,0,0,,,,0,5,2008,5,6,324000
327,328,20,3,80.0,11600,2,,5,4,4,5,3,NAmes,7,7,5,8,6,5,1960,1960,3,7,2,2,4.0,175.0,3,3,5,4.0,4.0,2.0,4.0,565,2.0,0,818,1383,5,3,1,5.0,1383,0,0,1383,0,0,1,1,3,1,3,7,8,0,,6.0,1960.0,3.0,1,292,4.0,4.0,3,0,45,0,0,0,0,,,,0,4,2006,10,6,145250
328,329,75,3,,11888,2,2.0,4,3,4,5,3,22,4,7,5,3,6,6,1916,1994,5,7,2,Wd Shng,2.0,0.0,3,3,6,4.0,4.0,2.0,2.0,0,2.0,0,844,844,5,4,2,4.0,1445,689,0,2134,0,0,2,0,5,1,4,10,8,0,,2.0,1930.0,2.0,2,441,4.0,4.0,3,0,60,268,0,0,0,,,,0,7,2009,10,6,214500
329,330,70,1,60.0,6402,2,,5,4,4,4,3,16,7,7,5,5,5,5,1920,1950,5,7,2,Wd Shng,2.0,0.0,3,3,4,4.0,4.0,3.0,2.0,0,2.0,0,596,596,5,3,2,5.0,596,596,0,1192,0,0,1,0,3,1,3,6,8,0,,2.0,1920.0,2.0,1,189,3.0,3.0,1,0,0,137,0,0,0,,3.0,,0,7,2009,10,6,78000
330,331,90,3,,10624,2,,4,4,4,5,3,NAmes,7,7,Duplex,8,5,4,1964,1964,5,7,11,11,4.0,84.0,3,3,5,4.0,4.0,2.0,7.0,40,4.0,264,1424,1728,5,3,1,5.0,1728,0,0,1728,0,1,2,0,6,2,3,10,8,0,,2.0,2002.0,2.0,1,352,4.0,4.0,3,155,0,0,0,0,0,,,,0,11,2007,10,6,119000
331,332,20,3,70.0,8176,2,,5,4,4,5,3,NAmes,7,7,5,8,5,6,1958,1992,5,7,2,2,2.0,0.0,3,3,5,4.0,4.0,2.0,4.0,846,2.0,0,210,1056,5,2,1,5.0,1056,0,0,1056,1,0,1,0,3,1,3,6,8,0,,6.0,1958.0,3.0,1,308,4.0,4.0,3,0,0,0,0,0,0,,,,0,8,2007,10,6,139000
332,333,20,3,85.0,10655,2,,4,4,4,5,3,10,7,7,5,8,8,5,2003,2004,5,7,3,3,4.0,296.0,4,3,4,5.0,4.0,2.0,7.0,1124,,479,1603,3206,5,5,1,5.0,1629,0,0,1629,1,0,2,0,3,1,4,7,8,1,5.0,6.0,2003.0,3.0,3,880,4.0,4.0,3,0,0,0,0,0,0,,,,0,10,2009,10,6,284000
333,334,120,1,59.0,8198,2,,5,4,4,1,3,10,7,7,2,8,7,5,2004,2004,5,7,3,3,1.0,146.0,4,3,4,5.0,4.0,4.0,7.0,720,2.0,0,638,1358,5,5,1,5.0,1358,0,0,1358,1,0,2,0,2,1,4,6,8,1,5.0,6.0,2004.0,3.0,2,484,4.0,4.0,3,192,30,0,0,0,0,,,,0,7,2008,10,6,207000
334,335,60,3,59.0,9042,2,,4,4,4,5,3,17,7,7,5,5,6,5,1998,1998,5,7,3,3,2.0,0.0,3,3,4,5.0,4.0,5.0,7.0,828,2.0,0,115,943,5,4,1,5.0,943,695,0,1638,1,0,2,1,3,1,3,7,8,2,4.0,6.0,1998.0,4.0,2,472,4.0,4.0,3,100,38,0,0,0,0,,,,0,7,2008,10,6,192000
335,336,190,3,,164660,3,,4,2,4,4,1,2,7,7,2fmCon,7,5,6,1965,1965,5,7,7,7,2.0,0.0,3,3,5,4.0,4.0,5.0,6.0,1249,5.0,147,103,1499,5,5,1,5.0,1619,167,0,1786,2,0,2,0,3,1,3,7,8,2,5.0,6.0,1965.0,4.0,2,529,4.0,4.0,3,670,0,0,0,0,0,,,3.0,700,8,2008,10,6,228950
336,337,20,3,86.0,14157,2,,4,2,4,4,3,3,7,7,5,8,9,5,2005,2006,3,7,3,3,1.0,200.0,4,3,4,6.0,4.0,5.0,7.0,1249,2.0,0,673,1922,5,5,1,5.0,1922,0,0,1922,1,0,2,0,3,1,4,8,8,1,5.0,6.0,2005.0,4.0,3,676,4.0,4.0,3,178,51,0,0,0,0,,,,0,7,2007,10,6,377426
337,338,20,3,70.0,9135,2,,5,4,4,5,3,20,7,7,5,8,7,5,2002,2003,5,7,3,3,4.0,113.0,4,3,4,5.0,4.0,4.0,7.0,810,2.0,0,726,1536,5,5,1,5.0,1536,0,0,1536,1,0,2,0,3,1,4,7,8,0,,6.0,2002.0,3.0,2,532,4.0,4.0,3,192,74,0,0,0,0,,,,0,12,2008,10,6,214000
338,339,20,3,91.0,14145,2,,5,4,4,4,3,9,7,7,5,8,7,7,1984,1998,5,7,2,2,2.0,0.0,4,3,5,5.0,4.0,3.0,6.0,213,2.0,0,995,1208,5,5,1,5.0,1621,0,0,1621,1,0,2,0,3,1,4,8,8,0,,6.0,1984.0,3.0,2,440,4.0,4.0,3,108,45,0,0,0,0,,,3.0,400,5,2006,10,6,202500
339,340,20,3,66.0,12400,2,,4,4,4,5,3,NAmes,8,7,5,8,6,7,1958,1998,3,7,2,2,4.0,176.0,3,3,5,4.0,3.0,2.0,4.0,585,2.0,0,630,1215,5,3,1,4.0,1215,0,0,1215,0,0,1,0,3,1,3,6,8,0,,6.0,1958.0,2.0,1,297,4.0,4.0,3,0,0,0,0,234,0,,,,0,6,2009,10,6,155000
340,341,60,3,85.0,14191,2,,5,4,4,5,3,2,7,7,5,5,8,5,2002,2002,5,7,3,3,2.0,0.0,4,3,4,5.0,4.0,2.0,2.0,0,2.0,0,967,967,5,5,1,5.0,993,915,0,1908,0,0,2,1,4,1,4,9,8,0,,6.0,2002.0,4.0,2,431,4.0,4.0,3,135,0,0,0,0,0,,,,0,4,2010,10,6,202900
341,342,20,4,60.0,8400,2,,5,4,4,5,3,5,8,7,5,8,4,4,1950,1950,5,7,2,17,2.0,0.0,2,2,5,4.0,3.0,2.0,2.0,0,2.0,0,721,721,5,4,1,5.0,841,0,0,841,0,0,1,0,2,1,3,4,8,0,,3.0,1950.0,2.0,1,294,4.0,4.0,1,250,0,24,0,0,0,,,,0,9,2009,10,6,82000
342,343,90,3,,8544,2,,5,4,4,5,3,NAmes,7,7,Duplex,8,3,4,1949,1950,5,7,4,4,4.0,340.0,3,3,3,,,,,0,,0,0,0,1,2,2,4.0,1040,0,0,1040,0,0,2,0,2,2,3,6,8,0,,2.0,1949.0,2.0,2,400,4.0,4.0,3,0,0,0,0,0,0,,,,0,5,2006,10,6,87500
343,344,120,3,63.0,8849,2,,4,4,4,5,3,10,7,7,2,8,9,5,2005,2005,3,7,9,9,4.0,616.0,5,3,4,6.0,4.0,2.0,7.0,28,2.0,0,1656,1684,5,5,1,5.0,1684,0,0,1684,0,0,2,0,2,1,5,6,8,1,6.0,6.0,2005.0,3.0,2,564,4.0,4.0,3,495,72,0,0,0,0,,,,0,7,2008,10,6,266000
344,345,160,1,36.0,2592,2,,5,4,4,5,3,15,7,7,2,5,5,3,1976,1976,5,7,12,CmentBd,2.0,0.0,3,3,5,5.0,4.0,2.0,4.0,129,5.0,232,175,536,5,3,1,5.0,536,576,0,1112,0,0,1,1,3,1,3,4,8,0,,6.0,1976.0,2.0,1,336,4.0,4.0,3,182,0,0,0,0,0,,,,0,4,2010,10,6,85000
345,346,50,3,65.0,6435,2,,5,4,4,5,3,22,5,7,5,7,6,5,1939,1950,5,7,9,9,2.0,0.0,3,3,6,4.0,4.0,2.0,2.0,0,2.0,0,972,972,5,4,1,5.0,972,605,0,1577,0,0,1,0,3,1,2,6,8,1,5.0,2.0,1939.0,2.0,1,312,4.0,4.0,3,0,0,0,0,0,0,,,,0,10,2006,10,6,140200
346,347,20,3,,12772,2,,4,4,4,3,3,NAmes,7,7,5,8,6,8,1960,1998,3,7,9,9,2.0,0.0,3,4,5,4.0,4.0,3.0,5.0,498,2.0,0,460,958,5,3,1,5.0,958,0,0,958,0,0,1,0,2,1,3,5,8,0,,6.0,1960.0,3.0,1,301,4.0,4.0,3,0,0,0,0,0,0,,,5.0,15500,4,2007,10,6,151500
347,348,20,3,,17600,2,,4,4,4,5,3,NAmes,7,7,5,8,6,5,1960,1960,5,7,2,2,4.0,30.0,3,3,5,4.0,4.0,2.0,5.0,1270,2.0,0,208,1478,5,5,1,4.0,1478,0,0,1478,1,0,2,0,3,1,3,6,8,2,5.0,6.0,1960.0,2.0,2,498,4.0,4.0,3,0,40,0,0,0,0,,,,0,12,2009,10,6,157500
348,349,160,3,36.0,2448,2,,5,4,4,5,3,10,7,7,Twnhs,5,7,5,2003,2004,5,7,3,Wd Shng,1.0,106.0,4,3,4,5.0,4.0,2.0,7.0,573,2.0,0,191,764,5,5,1,5.0,764,862,0,1626,1,0,2,1,2,1,4,6,8,0,,4.0,2003.0,3.0,2,474,4.0,4.0,3,0,27,0,0,0,0,,,,0,10,2008,10,6,154000
349,350,60,3,56.0,20431,2,,3,4,4,5,3,10,7,7,5,5,9,5,2005,2006,3,7,12,CmentBd,4.0,870.0,5,3,4,6.0,4.0,2.0,7.0,1410,2.0,0,438,1848,5,5,1,5.0,1848,880,0,2728,1,0,2,1,4,1,5,10,8,2,6.0,6.0,2006.0,4.0,3,706,4.0,4.0,3,0,0,0,0,0,0,,,,0,4,2006,7,1,437154
350,351,120,3,68.0,7820,2,,4,4,4,5,3,10,7,7,2,8,9,5,2007,2007,3,7,9,9,4.0,362.0,5,3,4,6.0,4.0,2.0,2.0,0,2.0,0,1869,1869,5,5,1,5.0,1869,0,0,1869,0,0,2,0,2,1,5,6,8,1,5.0,6.0,2007.0,3.0,2,617,4.0,4.0,3,210,54,0,0,0,0,,,,0,12,2007,7,1,318061
351,352,120,3,,5271,2,,4,1,4,5,2,21,7,7,5,8,7,5,1986,1986,5,7,2,2,2.0,0.0,3,3,4,5.0,4.0,5.0,7.0,1082,2.0,0,371,1453,5,4,1,5.0,1453,0,0,1453,1,0,1,1,2,1,4,6,8,1,4.0,6.0,1986.0,3.0,2,445,4.0,4.0,3,0,80,0,0,184,0,,,,0,12,2006,10,5,190000
352,353,50,3,60.0,9084,2,,5,4,4,5,3,18,9,7,5,7,5,6,1941,1950,5,7,3,3,2.0,0.0,3,3,5,4.0,3.0,3.0,3.0,236,4.0,380,0,616,5,3,2,5.0,616,495,0,1111,0,1,1,0,3,1,3,5,8,0,,2.0,1941.0,2.0,1,200,4.0,3.0,3,48,0,0,0,0,0,,,,0,3,2008,4,6,95000
353,354,30,1,60.0,8520,2,,5,4,4,5,3,8,7,7,5,8,6,8,1928,2003,5,7,3,3,2.0,0.0,3,4,6,4.0,4.0,2.0,2.0,0,2.0,0,624,624,5,4,1,5.0,720,0,0,720,0,0,1,0,2,1,3,5,8,0,,2.0,2005.0,2.0,2,484,4.0,4.0,3,106,0,0,0,0,0,,,,0,5,2010,10,6,105900
354,355,50,3,60.0,8400,2,,5,3,4,5,3,7,7,7,5,7,6,5,1940,2000,5,7,2,9,2.0,0.0,3,3,5,4.0,4.0,2.0,3.0,388,2.0,0,552,940,5,5,1,5.0,1192,403,0,1595,0,0,1,0,2,1,3,6,8,2,5.0,6.0,1940.0,2.0,1,240,4.0,4.0,3,0,0,108,0,0,0,,,,0,6,2006,10,6,140000
355,356,20,3,105.0,11249,2,,3,4,4,5,3,20,7,7,5,8,6,5,1995,1995,5,7,3,3,2.0,0.0,4,4,4,5.0,5.0,2.0,6.0,334,5.0,544,322,1200,5,5,1,5.0,1200,0,0,1200,1,0,2,0,3,1,4,6,8,0,,6.0,1995.0,3.0,2,521,4.0,4.0,3,0,26,0,0,0,0,,,,0,8,2007,10,6,177500
356,357,20,3,,9248,2,,4,4,4,5,3,17,7,7,5,8,6,6,1992,1992,5,7,11,11,4.0,106.0,3,3,4,5.0,4.0,2.0,7.0,560,2.0,0,598,1158,5,4,1,5.0,1167,0,0,1167,1,0,2,0,3,1,4,6,8,0,,6.0,1992.0,3.0,2,400,4.0,4.0,3,120,26,0,0,0,0,,,,0,7,2009,10,6,173000
357,358,120,1,44.0,4224,2,,5,4,4,5,3,15,7,7,2,8,5,5,1976,1976,5,7,12,CmentBd,2.0,0.0,3,3,4,5.0,4.0,2.0,6.0,874,2.0,0,268,1142,5,3,1,5.0,1142,0,0,1142,1,0,1,1,3,1,3,6,8,1,2.0,6.0,1976.0,4.0,2,528,4.0,4.0,3,536,90,0,0,0,0,,4.0,,0,8,2007,10,6,134000
358,359,80,3,92.0,6930,2,,4,4,4,5,3,21,7,7,5,1,5,4,1958,1958,3,7,2,10,4.0,120.0,3,3,5,4.0,4.0,4.0,5.0,300,4.0,294,468,1062,5,5,1,3.0,1352,0,0,1352,0,1,1,0,3,1,4,6,6,0,,4.0,1958.0,2.0,1,288,4.0,4.0,3,168,0,294,0,0,0,,,,0,7,2006,10,5,130000
359,360,60,3,78.0,12011,2,,4,4,4,3,3,12,7,7,5,5,8,5,1998,1998,5,7,3,3,4.0,530.0,4,3,4,5.0,4.0,4.0,7.0,956,2.0,0,130,1086,5,5,1,5.0,1086,838,0,1924,1,0,2,1,3,1,4,7,8,1,4.0,6.0,1998.0,3.0,2,592,4.0,4.0,3,208,75,0,0,374,0,,,,0,6,2006,10,6,280000
360,361,85,3,,7540,2,,4,4,4,3,3,14,7,7,5,2,6,6,1978,1978,5,7,3,3,2.0,0.0,3,3,5,5.0,4.0,4.0,7.0,773,2.0,0,115,888,5,5,1,5.0,912,0,0,912,1,0,1,0,2,1,3,5,8,1,4.0,6.0,1978.0,3.0,2,470,4.0,4.0,3,0,0,0,0,192,0,,4.0,,0,6,2007,10,6,156000
361,362,50,3,,9144,2,2.0,5,4,4,5,3,22,7,7,5,7,5,5,1940,1982,5,7,9,9,2.0,0.0,3,3,5,4.0,4.0,2.0,4.0,399,2.0,0,484,883,5,4,1,5.0,988,517,0,1505,1,0,1,0,3,1,3,8,8,0,,2.0,1940.0,2.0,1,240,4.0,4.0,1,0,0,0,0,0,0,,,,0,7,2008,10,6,145000
362,363,85,3,64.0,7301,2,,5,4,4,4,3,18,7,7,5,2,7,5,2003,2003,5,7,11,11,4.0,500.0,4,3,3,,,,,0,,0,0,0,5,5,1,5.0,495,1427,0,1922,0,0,3,0,4,1,4,7,8,1,6.0,4.0,2003.0,3.0,2,672,4.0,4.0,3,0,0,177,0,0,0,,,,0,7,2009,2,6,198500
363,364,160,1,21.0,1680,2,,5,4,4,5,3,23,7,7,Twnhs,5,6,8,1972,2007,5,7,11,11,4.0,510.0,3,3,5,4.0,4.0,2.0,6.0,162,2.0,0,321,483,5,4,1,5.0,483,504,0,987,0,0,1,1,2,1,4,5,8,0,,2.0,1972.0,2.0,1,264,4.0,4.0,3,250,0,0,0,0,0,,,,0,5,2009,10,6,118000
364,365,60,3,,18800,2,,4,4,4,2,3,9,7,7,5,5,6,5,1976,1976,5,7,11,11,4.0,120.0,3,3,4,5.0,4.0,3.0,7.0,712,2.0,0,84,796,5,3,1,5.0,790,784,0,1574,1,0,2,1,3,1,3,6,8,1,4.0,6.0,1976.0,4.0,2,566,4.0,4.0,3,306,111,0,0,0,0,,,,0,7,2006,10,6,190000
365,366,70,1,59.0,10690,2,,5,4,4,5,3,16,7,7,5,5,5,7,1920,1997,3,7,3,3,2.0,0.0,3,4,5,4.0,3.0,2.0,4.0,456,2.0,0,216,672,5,4,1,4.0,672,672,0,1344,0,0,1,0,3,1,3,6,8,0,,2.0,1964.0,2.0,1,468,4.0,3.0,3,0,128,218,0,0,0,,,,0,7,2009,10,6,147000
366,367,20,3,,9500,2,,4,4,4,5,3,NAmes,7,7,5,8,6,5,1963,1963,5,7,7,7,4.0,247.0,3,3,5,5.0,4.0,2.0,5.0,609,2.0,0,785,1394,5,4,1,5.0,1394,0,0,1394,1,0,1,1,3,1,3,6,8,2,5.0,6.0,1963.0,3.0,2,514,4.0,4.0,3,0,76,0,0,185,0,,,,0,7,2009,10,6,159000
367,368,80,3,101.0,9150,2,,4,4,4,4,3,NAmes,7,7,5,1,6,5,1962,1962,5,3,7,7,4.0,305.0,3,3,5,5.0,4.0,5.0,7.0,371,2.0,0,728,1099,5,4,1,5.0,1431,0,0,1431,0,1,1,0,3,1,3,6,8,1,5.0,5.0,1962.0,3.0,1,296,4.0,4.0,3,64,110,0,0,0,0,,,,0,12,2008,10,6,165000
368,369,20,3,78.0,7800,2,,5,4,4,5,3,NAmes,7,7,5,8,5,6,1954,1954,5,7,11,11,4.0,200.0,3,3,4,4.0,4.0,2.0,3.0,540,2.0,0,728,1268,5,4,1,5.0,1268,0,0,1268,0,0,1,0,2,1,3,7,8,1,5.0,6.0,1954.0,4.0,1,244,4.0,4.0,3,0,98,0,0,0,0,,,,0,3,2010,10,6,132000
369,370,20,3,,9830,2,,4,4,4,4,3,NAmes,7,7,5,8,5,7,1959,2006,5,7,2,2,2.0,0.0,3,4,5,4.0,4.0,2.0,6.0,72,4.0,258,733,1063,5,5,1,5.0,1287,0,0,1287,1,0,1,0,3,1,4,7,8,1,5.0,2.0,1997.0,4.0,2,576,4.0,4.0,3,364,17,0,0,182,0,,,,0,3,2010,10,6,162000
370,371,60,3,,8121,2,,4,4,4,5,3,17,7,7,5,5,6,5,2000,2000,5,7,3,3,2.0,0.0,3,3,4,5.0,4.0,2.0,2.0,0,2.0,0,953,953,5,5,1,5.0,953,711,0,1664,0,0,2,1,3,1,3,7,8,1,4.0,6.0,2000.0,3.0,2,460,4.0,4.0,3,100,40,0,0,0,0,,,,0,1,2006,10,6,172400
371,372,50,3,80.0,17120,2,,5,4,4,5,3,21,8,7,5,7,4,4,1959,1959,5,7,1,7,2.0,0.0,3,3,5,,,,,0,,0,0,0,5,3,1,5.0,1120,468,0,1588,0,0,2,0,4,1,3,7,6,1,5.0,2.0,1991.0,4.0,2,680,4.0,4.0,1,0,59,0,0,0,0,,,,0,7,2008,10,6,134432
372,373,120,3,50.0,7175,2,,5,4,4,5,3,5,7,7,2,8,6,5,1984,1984,5,7,7,7,2.0,0.0,3,3,5,5.0,4.0,2.0,6.0,623,3.0,121,0,744,5,3,1,5.0,752,0,0,752,1,0,1,0,2,1,3,4,8,0,,6.0,1984.0,2.0,1,264,4.0,4.0,3,353,0,0,0,90,0,,4.0,,0,2,2010,10,6,125000
373,374,20,3,79.0,10634,2,,5,4,4,5,3,NAmes,7,7,5,8,5,6,1953,1953,5,7,9,9,2.0,0.0,3,3,4,4.0,4.0,2.0,5.0,428,3.0,180,0,608,5,3,1,5.0,1319,0,0,1319,1,0,1,0,3,1,3,5,6,0,,6.0,1953.0,2.0,1,270,4.0,4.0,3,66,0,0,0,0,0,,3.0,,0,11,2009,10,6,123000
374,375,60,3,65.0,8200,2,,5,4,4,5,3,20,7,7,5,5,7,5,2003,2004,5,7,3,3,2.0,0.0,4,3,4,5.0,4.0,2.0,2.0,0,2.0,0,847,847,5,5,1,5.0,847,1081,0,1928,0,0,2,1,4,1,4,8,8,1,5.0,4.0,2003.0,4.0,2,434,4.0,4.0,3,100,48,0,0,0,0,,,,0,7,2007,10,6,219500
375,376,30,3,,10020,2,,4,1,4,5,1,18,7,7,5,8,1,1,1922,1950,5,7,2,2,2.0,0.0,2,2,6,3.0,2.0,5.0,5.0,350,2.0,0,333,683,5,4,2,4.0,904,0,0,904,1,0,0,1,1,1,2,4,4,0,,,,,0,0,,,3,0,0,0,0,0,0,,,,0,3,2009,10,6,61000
376,377,85,3,57.0,8846,2,,4,4,4,3,3,20,7,7,5,2,5,5,1996,1996,5,7,3,3,2.0,0.0,4,3,4,5.0,4.0,4.0,7.0,298,2.0,0,572,870,5,5,1,5.0,914,0,0,914,0,0,1,0,2,1,3,5,8,0,,2.0,1998.0,2.0,2,576,4.0,4.0,3,0,0,0,0,0,0,,,,0,7,2006,10,6,148000
377,378,60,6,102.0,11143,2,,4,4,4,4,3,4,7,7,5,5,8,5,2004,2005,5,7,12,CmentBd,2.0,0.0,4,3,4,5.0,4.0,2.0,2.0,0,2.0,0,1580,1580,5,5,1,5.0,1580,886,0,2466,0,0,3,0,4,1,4,8,8,1,5.0,6.0,2004.0,3.0,2,610,4.0,4.0,3,159,214,0,0,0,0,,,,0,12,2007,10,6,340000
378,379,20,3,88.0,11394,2,,5,4,4,4,3,3,7,7,5,8,9,2,2010,2010,3,7,3,3,1.0,350.0,4,3,4,6.0,4.0,4.0,7.0,1445,2.0,0,411,1856,5,5,1,5.0,1856,0,0,1856,1,0,1,1,1,1,5,8,8,1,6.0,6.0,2010.0,4.0,3,834,4.0,4.0,3,113,0,0,0,0,0,,,,0,6,2010,7,1,394432
379,380,60,3,60.0,8123,2,,4,4,4,5,3,17,5,7,5,5,6,5,2000,2000,5,7,3,3,4.0,16.0,3,3,4,5.0,4.0,2.0,2.0,0,2.0,0,982,982,5,5,1,5.0,1007,793,0,1800,0,0,2,1,3,1,3,7,8,1,4.0,6.0,2000.0,4.0,2,463,4.0,4.0,3,100,63,0,0,0,0,,,,0,6,2009,10,6,179000
380,381,50,3,50.0,5000,2,2.0,5,4,4,5,3,7,7,7,5,7,5,6,1924,1950,5,7,14,2,2.0,0.0,3,3,6,4.0,4.0,2.0,3.0,218,2.0,0,808,1026,5,3,1,5.0,1026,665,0,1691,0,0,2,0,3,1,4,6,8,1,5.0,2.0,1924.0,2.0,1,308,4.0,4.0,3,0,0,242,0,0,0,,,,0,5,2010,10,6,127000
381,382,20,6,60.0,7200,2,2.0,5,4,4,5,3,4,7,7,5,8,7,5,2006,2006,5,7,3,3,2.0,0.0,4,3,4,5.0,5.0,2.0,2.0,0,2.0,0,1293,1293,5,5,1,5.0,1301,0,0,1301,1,0,2,0,2,1,4,5,8,1,5.0,6.0,2006.0,3.0,2,572,4.0,4.0,3,216,121,0,0,0,0,,,,0,8,2006,7,1,187750
382,383,60,3,79.0,9245,2,,4,4,4,5,3,20,7,7,5,5,7,5,2006,2006,5,7,3,3,2.0,0.0,4,3,4,5.0,4.0,4.0,2.0,0,2.0,0,939,939,5,5,1,5.0,939,858,0,1797,0,0,2,1,3,1,4,8,8,0,,6.0,2006.0,3.0,2,639,4.0,4.0,3,144,53,0,0,0,0,,,,0,4,2007,10,6,213500
383,384,45,4,60.0,9000,2,,5,4,4,4,3,5,7,7,5,6,6,3,1928,1950,5,7,2,2,2.0,0.0,3,3,6,3.0,3.0,2.0,2.0,0,2.0,0,784,784,5,3,2,4.0,784,0,0,784,0,0,1,0,2,1,3,5,8,0,,2.0,1950.0,2.0,2,360,3.0,3.0,1,0,0,91,0,0,0,,,,0,10,2009,10,6,76000
384,385,60,3,,53107,2,,3,1,4,4,2,21,8,7,5,5,6,5,1992,1992,5,7,11,11,2.0,0.0,4,3,4,5.0,4.0,4.0,7.0,985,2.0,0,595,1580,5,5,1,5.0,1079,874,0,1953,1,0,2,1,3,1,4,9,8,2,3.0,6.0,1992.0,4.0,2,501,4.0,4.0,3,216,231,0,0,0,0,,,,0,6,2007,10,6,240000
385,386,120,3,43.0,3182,2,,5,4,4,5,3,25,7,7,2,8,8,5,2004,2005,5,7,3,3,4.0,16.0,4,3,4,5.0,4.0,2.0,7.0,24,2.0,0,1232,1256,5,5,1,5.0,1269,0,0,1269,0,0,2,0,2,1,4,6,8,1,4.0,6.0,2004.0,4.0,2,430,4.0,4.0,3,146,20,0,0,144,0,,,,0,4,2010,10,6,192000
386,387,50,3,58.0,8410,2,,5,4,4,2,3,18,8,7,5,7,5,3,1910,1996,4,7,2,3,2.0,0.0,3,2,4,4.0,4.0,2.0,2.0,0,2.0,0,658,658,5,3,1,5.0,658,526,0,1184,0,0,1,0,5,1,3,8,8,0,,,,,0,0,,,1,0,151,0,0,0,0,,,,0,5,2006,10,4,81000
387,388,80,3,72.0,7200,2,,5,4,4,5,3,18,7,7,5,1,6,6,1976,1976,3,7,9,9,4.0,255.0,3,3,5,4.0,4.0,4.0,6.0,631,2.0,0,410,1041,5,5,1,5.0,1125,0,0,1125,1,0,1,0,3,1,3,6,8,1,3.0,2.0,1977.0,2.0,1,352,4.0,4.0,3,296,0,0,0,0,0,,3.0,,0,10,2009,10,5,125000
388,389,20,3,93.0,9382,2,,4,4,4,3,3,20,7,7,5,8,7,5,1999,2000,5,7,3,3,4.0,125.0,4,3,4,5.0,4.0,2.0,2.0,0,2.0,0,1468,1468,5,5,1,5.0,1479,0,0,1479,0,0,2,0,3,1,4,6,8,0,,6.0,1999.0,3.0,2,577,4.0,4.0,3,120,25,0,0,0,0,,,,0,7,2008,10,6,191000
389,390,60,3,96.0,12474,2,,5,4,4,5,3,10,7,7,5,5,10,5,2007,2008,5,7,3,3,1.0,272.0,5,3,4,6.0,4.0,4.0,7.0,1280,2.0,0,402,1682,5,5,1,5.0,1742,590,0,2332,1,0,2,1,3,1,5,9,8,1,6.0,4.0,2008.0,4.0,3,846,4.0,4.0,3,196,134,0,0,0,0,,,,0,8,2008,7,1,426000
390,391,50,3,50.0,8405,2,3.0,5,4,4,5,3,18,7,7,5,7,5,8,1900,1950,5,7,9,9,2.0,0.0,3,3,6,4.0,5.0,2.0,4.0,241,5.0,391,229,861,5,5,1,5.0,961,406,0,1367,1,0,1,0,4,1,3,7,8,0,,2.0,1978.0,2.0,1,384,4.0,4.0,3,0,130,112,0,0,0,,4.0,,0,4,2008,10,6,119000
391,392,60,3,71.0,12209,2,,4,4,4,3,3,14,7,7,5,5,6,5,2001,2002,5,7,3,3,2.0,0.0,3,3,4,6.0,4.0,2.0,6.0,690,2.0,0,114,804,5,5,1,5.0,804,1157,0,1961,1,0,2,1,3,1,4,7,8,1,4.0,4.0,2001.0,4.0,2,560,4.0,4.0,3,125,192,0,0,0,0,,,,0,6,2009,10,6,215000
